SR.NO,RPID,SITE_NAME,TECHNOLOGY,3G_TECH,SITE_NAME_3G,LATITUDE,LONGITUDE,DHQ,DHQ_NAME,Mandal,ROUT,SHELTER,Mandal_Code,Address,MP_CONS,SDCA,PIN_CODE,BSNL_IP,IP_NAME,IP_ID,Tower_Type,2G_Tower_HT,2G_ Ant_HT,2G_Ant,2G_Ant_Make,2G_BTS,2G_Phase,2G_Commission,2G_Type,2G_SEC,2G_Conf,2G_Azimuth,2G_E1_NO,2G_Media,2G_OFC_E1,2G_FE_BW,2G_DMW,2G_DMW_Ant_DIA,2G_Far_end_RPID,2G_DMW_E1_FE,2G_DMW_E1_NO,2G_DMW_FE_BW,BSC,2G_MSC,3G_PH,3G_Commission,3G_Azimuth,3G_ID,3G_SEC,3G_ANT_HT,3G_ANT_TYPE,Field52,3G_MEDIA,3G_OFC_FE,3G_E1_NO,3G_FE_BW,3G_DMW,3G_DMW_DIA,3G_FAR_RPID,3G_E1_FE,Field61,3G_MSC,Field62,RNC,NSN_2G,NSN_3G,NSN_NEW_3G,NSN_4G,HUW_REDP,NSN_NEW_2G,NOR_IV5,NOR_IV,3G_HUW_FROM,3G_HUW_FROM_TYPE,DMW_SACFA,WORK_C,BW,BSC_PORT,WORK_2G,TOWN,WORK_2G1,TOWN1
130,CT2280,BSC70-62_SSSKonda_CT2280A,2G+3G,HUW,102_0163_SSSKonda_CT2280B,13.25771,79.26932,Rural,SSSkonda,Gangadhara Nellore,,Exchange,5420.0,"petamitta(V),SSSKonda(M),gd nallore (M),Chittoor DT.",Chittoor,CHITTOOR,517126.0,BSNL,BSNL Infra,CT2280,GBT,40.0,37.0,Dual,Agisson,Nortel,V.1,5/5/2010,BTS6K_OD_AC,3.0,4-4-4,0/120/240,1.0,OFC,E1,,,,,,,,60.0,Tirupati,VII +,5/2/2017,0/120/240,OD,3.0,37.0,Dual,Agisson,OFC,FE,,45 Mbps,,,,,,Tiruapti,,102.0,,,,,,,,,,,,,45 Mbps,,,,,
131,CT2283,BSC70-73_Ragimanupenta_CT2283C,2G,,,13.13596,78.91196,Rural,Ragimanupenta,Bangarupalem,,Room,5429.0,"Ragimanu penta, bangarupalem mandal,Chittoor DT;AP-517429.",Chittoor,BANGARUPALYAM,517419.0,NBSNL,BSNL Infra,CT2283,GBT,40.0,37.0,Dual,AGISSON,Nortel,V.1,10/22/2010,S12K_ID,3.0,4-4-4,50/130/260,,DMW,,,Huawei,0.6 m,BSC60-01_MReddypaleUSO_CT2139B,E1,1.0,,70.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT2283,,,G/FVC/HYD/1466301/2011,,,0.0,,,,
132,CT2284,BSC70-61_Rallabudugur_CT2284B,2G,,,12.85812,78.34297,Rural,Rallabuduguru,Santhipuram,,OD Plinth,5425.0,"Rallabudugur,Santhipuram (M),Chittoor DT.",Chittoor,KUPPAM,517423.0,NBSNL,BSNL Infra,CT2284,GBT,40.0,33.0,Dual,AGISSON,Nortel,V.1,6/27/2010,BTS18K_OD,3.0,4-4-4,46/144/259,1.0,OFC,E1,,,,,,,,70.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,CT2285,BSC68-44_RangaSamudram_CT2285C,2G,,,13.71369,78.26337,Rural,Rangasamudram,Pedda Thippasamudram,,OD Plinth,5390.0,"BSNL Tower, Rangasamudram(V), Peddathippa Samudram (M), Chittoor Dist,AP-517370",Rajampet,B.KOTHAKOTA,517370.0,NBSNL,BSNL Infra,CT2285,GBT,40.0,35.0,Dual,Agisson,Nortel,V.1,3/10/2011,BTS18K_OD,3.0,4-4-4,0/120/240,1.0,OFC,E1,,,,,,,,68.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,CT2286,BSC68-39_Sompalle_CT2286B,2G,,,13.84539,78.27344,Rural,Sompalli,Mulakalacheruvu,,OD Plinth,5367.0,"Sompalle,Mulakalacheruvu Mandal,Chittoor DT.",Chittoor,B.KOTHAKOTA,517350.0,NBSNL,BSNL Infra,CT2286,GBT,40.0,37.0,Dual,Agisson,Nortel,V.1,10/28/2010,BTS18K_OD,3.0,4-4-4,40/120/230,1.0,OFC,E1,,,,,,,,68.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,CT2287,BSC68-99_T_C_Samudram_CT2287B,2G+3G,HUW,102_0191_TC_Samudram_CT2287,13.86063,78.33599,Rural,Chowdasamudram,Mulakalacheruvu,,Exchange,5367.0,"T-Chowdasamudram,Mulakalacheruvu(M),Chittoor DT.",Rajampet,MADANAPALLI,517350.0,BSNL,BSNL Infra,CT2287,GBT,40.0,39.0,Dual,Agisson,Nortel,V.1,3/31/2010,S12K_ID,3.0,4-4-4,0/120/240,1.0,OFC,E1,,,,,,,,68.0,Tirupati,viii,,,ID,,,,,OFC,FE,,100 Mbps,,,,,,,,102.0,,,,,CT2287,,,CT2287,BSC68-52_CT-Samudram_CT2107A,ID,,,100 Mbps,0.0,,,,
136,CT2288,BSC68-45_Vengamvarpali_CT2288C,2G,,,13.55491,78.71522,Rural,Vengamvaripalli,Madanapalle,,OD Plinth,5392.0,"Vengamvaripalli ,madnapalli(M),Chittoor DT.",Rajampet,MADANAPALLI,517325.0,NBSNL,BSNL Infra,CT2288,GBT,40.0,35.0,Dual,Agisson,Nortel,V.1,3/19/2011,BTS18K_OD,3.0,4-4-4,20/110/270,1.0,OFC,E1,,,,,,,,68.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,CT2289,BSC68-00_Talapula_CT2289B,2G,,,13.74517,78.99938,Rural,Talapula,Pileru,,Exchange,5386.0,"Talapula,piler(M),Chittoor DT.",Chittoor,PILER,517214.0,BSNL,BSNL Infra,CT2289,GBT,40.0,38.0,Dual,Agisson,Nortel,V.1,4/7/2010,S8K_ID,3.0,4-4-4,50/210/320,1.0,OFC,E1,,,,,,,,68.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT2289,,,,,,0.0,,,,
138,CT2290,BSC68-26_Timmasamudram_CT2290C,2G,,,13.64045,79.73249,Rural,Thimmasamudram,K.V.B.Puram,SH,OD Plinth,5382.0,"Thimmasamudram(V),CTR,kVB puram(M),Chittoor DT, AP-517643",Tirupati,SRI KALAHASTHI,517588.0,NBSNL,BSNL Infra,CT2290,GBT,40.0,36.0,Dual,Agisson,Nortel,V.1,10/3/2010,BTS18K_OD,3.0,4-4-4,0/90/210,1.0,OFC,E1,,,,,,,,67.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
139,CT2292,BSC70-67_Thumbakuppam_CT2292B,2G,,,13.25586,78.89725,Rural,Thumbakuppam,Bangarupalem,,OD Plinth,5429.0,"BSNL Tower, Thumbakuppam, Bangarupalem(M), Chittoor Dist-AP-517416",Chittoor,BANGARUPALYAM,517416.0,NBSNL,BSNL Infra,CT2292,GBT,40.0,35.0,Dual,AGISSON,Nortel,V.1,8/30/2010,BTS18K_OD,3.0,4-4-4,34/119/273,1.0,OFC,E1,,,,,,,,70.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,CT2293,BSC68-49_Tumarakunta_CT2293C,2G,,,13.68197,78.17022,Rural,Thummarakunta,B.Kothakota,,OD Plinth,5391.0,"BSNL TOWER, THUMMARAKUNTA ,CHITTOOR DIST,AP-517391.",Chittoor,B.KOTHAKOTA,517370.0,NBSNL,BSNL Infra,CT2293,GBT,40.0,35.0,Dual,Agisson,Nortel,V.1,5/26/2012,BTS18K_OD,3.0,4-4-4,40/160/290,1.0,DMW,E1,,Huawei,0.6 m,BSC68-65_PTsamudram_CT2156B,E1,,,68.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,CT2294,BSC70-65_Tummindapalem_CT2294B,2G,,,13.08774,79.06029,Rural,Tummindapalem,Gudipala,,OD Plinth,5431.0,"Tummindapalem,GUdipala (M),Chittoor DT,AP-517132.",Chittoor,CHITTOOR,517002.0,NBSNL,BSNL Infra,CT2294,GBT,40.0,36.0,Dual,Agisson,Nortel,V.1,6/18/2010,S8K_OD,3.0,4-4-4,0/120/270,1.0,OFC,E1,,,,,,,,60.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT2294,,,,,,0.0,,,,
142,CT2296,BSC70-27_Vanamaladinne_CT2296B,2G,,,13.31768,78.51529,Rural,Vanamaladinne,Punganur,,OD Plinth,5415.0,"Vanamaladinne(v), Punganur(M), Chittoor Dt,Andhrapradesh,Pin-517247",Chittoor,PUNGANUR,517247.0,NBSNL,BSNL Infra,CT2296,GBT,40.0,38.0,Dual,AGISSON,Nortel,V.1,6/21/2010,BTS18K_OD,3.0,4-4-4,30/120/240,1.0,OFC,E1,,,,,,,,70.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
143,CT2297,BSC70-87_VavilThota_CT2297B,2G,,,13.28479,79.09551,Rural,Vavilthota,Puthalapattu,,Room,5410.0,"VavilThota,Puthalapattu(M),Chittoor DT.",Chittoor,CHITTOOR,517124.0,NBSNL,BSNL Infra,CT2297,GBT,40.0,36.0,Dual,Agisson,Nortel,V.1,2/1/2011,S8K_ID,3.0,4-4-4,40/140/250,,DMW,,,Huawei,1.2 m,BSC60-04_VezzupalleUSO_CT2187B,E1,1.0,,60.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT2297,,,G/FVC/HYD/1466303/2011,,,0.0,,,,
144,CT2299,BSC68-82_Vijayapuram_CT2299C,2G,,,13.26627,79.69709,Rural,Vijayapuram,Vijayapuram,,OD Plinth,5405.0,Vijayapuram(V&M),Tirupati,SATYAVEDU,517586.0,NBSNL,BSNL Infra,CT2299,GBT,40.0,38.0,Dual,XAHT,Nortel,IV.5,6/10/2009,BTS18K_OD,3.0,4-4-4,0/90/180,1.0,OFC,E1,,,,,,,,67.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,CT2303,BSC68-60_Yeravaripalem_CT2303B,2G+3G,HUW,102_0192_CT_Yerravaripalem_CT2303,13.70581,79.13107,Rural,Yerravaripalem,Yerravaripalem,,Shelter,5374.0,"Yerravaripalem(V&M),Chittoor DT.",Tirupati,PILER,517194.0,NBSNL,BSNL Infra,CT2303,GBT,40.0,37.0,Dual,XAHT,Nortel,V.1,9/20/2010,BTS6K_OD_AC,3.0,4-4-4,0/100/280,1.0,OFC,E1,,,,,,,,68.0,Tirupati,VIII,,,ID,,,,,E1,E1,,100 Mbps,,,,,,,,102.0,,,,,CT2303,,,,BSC68-01_Bakarapeta_CT2041A,ID,,,100 Mbps,,,,,
146,CT2304,BSC68-53_Ret-PTC_CT2304C,2G+3G,HUW,102_01981_Rangampeta_PTC_CT230,13.64814,79.26938,DHQ,Rangampeta,Chandragiri,NH,Room,5384.0,"Rangampet_PTC,Rangampet,Chittoor DT.",Tirupati,CHANDRAGIRI,517102.0,NBSNL,BSNL Infra,CT2304,RTP,9.0,15.0,Dual,KATHREIN,Nortel,V.1,12/20/2010,BTS6K_OD_AC,3.0,4-4-4,25/155/230,1.0,OFC,E1,,,,,,,,58.0,Tirupati,,12/30/2020,,,3.0,,,,OFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,CT2307,BSC70-93_NRPeta_CT2307A,2G+3G,HUW,102_0193_NRPeta_CT2307,13.17527,79.2078,Rural,NRPeta,Gudipala,SH,Exchange,5431.0,"Nrpeta exge,Chittoor rural.,Chittoor DT.",Chittoor,CHITTOOR,517419.0,BSNL,BSNL Infra,CT2307,GBT,40.0,35.0,Dual,XAHT,Nortel,V.1,8/28/2011,BTS18K_ID,3.0,4-4-4,50/180/280,1.0,OFC,E1,,,,,,,,70.0,Tirupati,VIII,,,ID,3.0,,,,OFC,FE,,100 Mbps,,,,,,Tiruapti,,102.0,,,,,CT2307,,,CT2307,BSC60-17_Putalapattu_CT2029A,ID,,,100 Mbps,0.0,,,,
148,CT2310,BSC68-20_Angallu_CT2310A,2G+3G,ZTE,346_3505_Angallu_CT2310A,13.62996,78.48533,Rural,Angallu,Kurabalakota,SH,Room,5389.0,"Angallu, Chittoor Dt",Tirupati,MADANAPALLI,517325.0,NBSNL,BSNL Infra,CT2310,RTP,9.0,21.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),Nortel,V.1,1/22/2013,S8K_ID,3.0,4-4-4,50/180/300,1.0,OFC,E1,,,,,,,,68.0,Tirupati,VII,7/23/2014,50/180/300,ID,3.0,21.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,100 Mbps,,,,,,Tiruapti,,346.0,,,,,,,,CT2310,,,,,100 Mbps,0.0,,,,
149,CT5006,BSC70-64_PGopnpaliVIOM_CT5006B,2G,,,12.70794,78.37782,Rural,Peddagopannapalle,kuppam,,Shelter,5427.0,"Sy.No:182-2F,Settiganigutta Village, Kuppam Mandal, Chittur-517425",Chittoor,KUPPAM,517425.0,IP-VIOM,VIOM Networks,ANPCHI289,GBT,40.0,30.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),Nortel,VII,11/6/2013,BTS18K_ID,3.0,4-4-4,0/100/260,,DMW,,,NEW NEC(HFCL),0.6 m,BSC70-45_Kuppam_CT2053A,E1,1.0,,70.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,CT5006,,,,2015814084@G/FXW/HYD/3156778/2016@CLEARED ONLINE,,,,,STD,,
150,CT5023,BSC68-61_Gvaripalle_CT5023B,2G,,,13.7815,78.70779,Rural,Guvvalavaripalle,Kalakada,,Shelter,5371.0,"M.Venkateswara Rao, Sr.No:963-2Guvvalavandlapalli(V) KalakadaMandal.",rajampet,PILER,517235.0,NBSNL,BSNL Infra,CT5023,GBT,40.0,37.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),Nortel,VII,9/6/2014,S12K_ID,3.0,4-4-4,20/130/250,,DMW,,,Radwin(radia modem),0.6 m,BSC68-18_NH18_Mahal_CT2011B,E1,1.0,,68.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT5023,,,,,,0.0,,,,
151,CT5025,BSC68-58_Mudupulvemula_CT5025B,2G+3G,HUW,102_0194_Mudupulvemula_CT5025,13.6992,78.91842,Rural,Mudupulavemula,Pileru,NH,Shelter,5386.0,"M.Gourisankaraiah, S/oKrishna Murthy Sy.No404, Mudupulavemula(V), Piler",Rajampet,PILER,517214.0,NBSNL,BSNL Infra,CT5025,GBT,40.0,38.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),Nortel,VII,3/15/2014,S12K_ID,3.0,4-4-4,30/115/270,,,,,OFC,,,,,,68.0,Tirupati,VIII,,,ID,3.0,,,,,,,70 Mbps,,,,,,,,102.0,,,,,CT5025,,,CT5025,BSC68-06_Rompicherla_CT2162A,ID,2015813451@G/FXW/HYD/3156725/2016@K-19012-G/FVC/HYD2891034/2015-CFA DTD 9-12-16,,70 Mbps,0.0,,,,
152,CT5028,BSC70-97_Gandrajupalle_CT5028B,2G+3G,HUW,102_0195_CT_Gandrajupalli_CT5028,13.18812,78.5855,Rural,Gandrajupalle,Baireddipalle,NH,Shelter,5423.0,"Gandrajupalle_5682,G.Ramana Reddy, Thatireddygaripalli (V),Gandrajupalli (P), Baireddypalli (M)517432",Chittoor,PALMANER,517432.0,NBSNL,BSNL Infra,CT5028,GBT,40.0,38.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),Nortel,VII,3/11/2014,S12K_ID,3.0,4-4-4,0/140/310,,DMW,,,NEW NEC(HFCL),0.6m,BSC70-69_Dandapalle_CT2235B,E1,1.0,,70.0,Tirupati,VIII,,,,,,,,E1,E1,,45 Mbps,,,,E1,,,,102.0,,,,,CT5028,,,CT5028,BSC70-12_G_K_Manchi_CT2111B,ID,,,45 Mbps,0.0,,,,
153,CT5029,BSC68-83_Gollapalli_CT5029B,2G,,,13.69812,78.39717,Rural,GOLLAPALLI,B.Kothakota,NH,Shelter,5391.0,"M.Srinivas Reddy, Gollapalli (V), B.Kothakota Mandal",Rajampet,MADANAPALLI,517351.0,NBSNL,BSNL Infra,CT5029,GBT,40.0,37.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),Nortel,VII,6/9/2014,BTS18K_ID,3.0,4-4-4,100/200/300,1.0,OFC,E1,,,,,,,,68.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,CT5031,BSC68-56_Kantevaripali_CT5031B,2G+3G,HUW,102_0196_Kantevaripali_CT5031,13.66332,78.44965,Rural,Kantevaripalle,Madanapalle,NH,Room,5392.0,"BSNL Tower, Kantevaripalle",Rajampet,MADANAPALLI,517325.0,NBSNL,BSNL Infra,CT5031,GBT,40.0,37.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),Nortel,VII,2/15/2014,BTS18K_ID,3.0,4-4-4,0/110/290,1.0,OFC,E1,,,,,,,,68.0,Tirupati,VIII,,,ID,,,,,,,,100 Mbps,,,,,,,,102.0,,,,,CT5031,,,,BSC68-40_Arogyavaram_CT2255B,ID,,,100 Mbps,0.0,,,,
155,CT5039,BSC68-48_KVaddipalli_CT5039C,2G,,,13.41262,79.16805,Rural,Kvaddipalli,Pakala,,Shelter,5396.0,"P.MUNIRATNAM,S.NO:474/1,KVADDIPALLI VILLAGE,PAKALA (M),CHITTOR DT",Chittoor,PAKALA,517247.0,NBSNL,BSNL Infra,CT5039,GBT,40.0,40.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),Nortel,VII,8/5/2014,S12K_ID,3.0,4-4-4,90/200/340,,DMW,,,NEW NEC,0.6 m,BSC60-18_PKothakota_CT2035B,E1,1.0,,60.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT5039,,,2015813406@G/FXW/HYD/3156709/2016@K-19012/G/FXW/HYD/2670760/2016-CFA 9-12-16,,,0.0,,,,
156,CT5044,BSC70-80_Pudipatla_CT5044B,2G,,,13.39725,78.63656,Rural,Pudipatla,Chowdepalle,SH,Shelter,5413.0,"pudipatla,1-143, beside telephone exchange , pudipatla village ,chowdepalli mandal, 517257",Chittoor,PUNGANUR,517247.0,BSNL,BSNL Infra,CT5044,GBT,40.0,38.0,Mono,MOBI (MB2F&3F-65-17&17DE10&8-2015),Nortel,VII,2/26/2015,S12K_ID,3.0,2-2-2,60/135/270,1.0,OFC,E1,,,,,,,,70.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT5044,,,,,,0.0,,,,
157,CT5047,BSC70-42_M-Kothur_CT5047C,2G,,,13.10955,78.76078,Rural,M.Kothur,Peddapanjani,,Exchange,5416.0,"A.Jagadeesh Naidu, 9494100909 Near Exchange,M.Kothur (V",Chittoor,PALMANER,517590.0,BSNL,BSNL Infra,CT5047,GBT,40.0,38.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),Nortel,VII,3/28/2014,BTS18K_ID,3.0,4-4-4,0/100/255,1.0,OFC,E1,,,,,,,,70.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,CT5049,BSC70-71_Cheldiganpali_CT5049B,2G,,,12.93364,78.45302,Rural,Cheldiganipalli,Ramakuppam,NH,Shelter,5428.0,"T.G.MOHAN,Survey.No:46-8,Cheldiganipalli,Ramakuppam (M).",Chittoor,KUPPAM,517424.0,NBSNL,BSNL Infra,CT5049,GBT,40.0,37.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),Nortel,VII,5/21/2014,S12K_ID,3.0,4-4-4,0/120/240,1.0,OFC,E1,,,,,,,,70.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT5049,,,,,,0.0,,,,
159,CT5053,BSC70-02_Cherukupalli_CT5053C,2G,,,13.47976,78.90306,Rural,Cherukuvaripalli,Sodam,,Shelter,5394.0,"J.Indravathi, W/o J.Ramalinga Reddy, Cherakuvaripalli (V) Sodam (M)",rajampet,PILER,517123.0,NBSNL,BSNL Infra,CT5053,GBT,40.0,40.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),Nortel,VII,12/6/2014,BTS18K_ID,3.0,4-4-4,130/230/350,,DMW,,,HUAWEI,0.6 m,BSC70-17_Nanjampet_CT2267C,E1,1.0,,70.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015814035@G/FXW/HYD/3156773/2016@K-19012-G/FVC/HYD2891034/2015-CFA DTD 9-12-16,,,,,,,
160,CT5059,BSC68-69_Avanthi_CT5059B,2G,,,13.61844,79.877,Rural,AVANTHI,Varadaiahpalem,,Exchange,5381.0,"Backside of Exchange Avanthi, Varadaiahpalem (M)",Tirupati,SATYAVEDU,517541.0,BSNL,BSNL Infra,CT5059,GBT,40.0,38.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),Nortel,VII,3/27/2014,S12K_ID,3.0,4-4-4,30/100/220,1.0,OFC,E1,,,,,,,,67.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT5059,,,,,,0.0,,,,
161,CT5061,BSC68-94_Mannavaram_CT5061C,2G+3G,HUW,102_0132_MANNAVARAM_CT5061B,13.89391,79.52686,Rural,Mannavaram,Yerpedu,,Room,5377.0,"BHEL project,via Yerpedu,Mannavarm(post).",Tirupati,SRI KALAHASTHI,517620.0,BSNL,BSNL Infra,CT5061,GBT,40.0,35.0,Dual,Agisson,Nortel,VII,6/27/2013,S12K_ID,3.0,4-4-4,70/200/290,,DMW,,,ZTE-VIOM(Huawei),1.2 m,BSC67-18_ChintalaPalem_CT2232B,E1,1.0,,67.0,Tirupati,VII +,3/16/2017,70/200/290,ID,3.0,35.0,Dual,Agisson,DMW,,,20 Mbps,ZTE-VIOM(Huawei),0.6 m,CT2232,FE,,Tiruapti,8Mbps,102.0,,,,,,,,CT5061,,,2015813449@G/FXW/HYD/3156723/2016@K-19012/G/FXW/HYD/3156337/201-CFA 26/2/16,,20 Mbps,0.0,,,,
162,CT5063,BSC68-85_Brahmanapalli_CT5063C,2G,,,13.614,79.76872,Rural,Brahmanapalli,Srikalahasti,,Room,5378.0,"TELEPHONE EXCHANGE,Kv puram mandal,Brahmanapalli",Tirupati,SRI KALAHASTHI,517643.0,BSNL,BSNL Infra,CT5063,GBT,40.0,40.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),Nortel,VII,1/14/2015,S12K_ID,3.0,4-4-4,90/180/300,1.0,Radio Modem,E1,,HUAWEI,0.6 m,BSC67-20_ChittaturuUSO_CT2099C,E1,,,67.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT5063,,,,,,0.0,,,,
163,CT5070,BSC68-47_Damalcherv2nd_CT5070B,2G,,,13.4803,79.04797,Rural,Damalacheruvu,Pakala,RC,Room,5396.0,"Damalcheruvu (v),pakala(M),Chittoor DT.",Chittoor,PAKALA,517152.0,NBSNL,BSNL Infra,CT2005,GBT,80.0,33.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),Nortel,VII,7/22/2014,S12K_ID,3.0,4-4-4,50/140/330,1.0,OFC,E1,,,,,,,,60.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT5070,,,2015812385@G/FXW/HYD/3156697/2016@K-19012-G/FVC/HYD2891034/2015-CFA DTD 9-12-16,,,0.0,,,,
164,CT5081,BSC70-88_S-Bandapalli_CT5081C,2G,,,12.94698,78.54466,Rural,S-Bandapalli,Venkatagirikota,,OD Plinth,5424.0,"S.Bandapalli,Rekkamumanu Road,S.Bandapalli(V),V.Kota(M),Chittor Dt-517424",Chittoor,KUPPAM,517424.0,NBSNL,BSNL Infra,CT5081,GBT,40.0,40.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),Nortel,VII,9/12/2014,BTS6K_OD_AC,3.0,2-2-2,30/150/270,1.0,OFC,E1,,,,,,,,70.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,CT5085,BSC70-25_TVNRPuram_CT5085A,2G+3G,ZTE,346_6371_TVNRPURAM_CT5085,13.16057,79.33272,Rural,TVNR PURAM,Palasamudram,,Shelter,5432.0,"TVNR PURAM,SY.No:31-1. main road , TVNR PURAM , PALASAMUDRAM MANDAL , CHITOOR Dt-517419",Chittoor,PUTTUR,517419.0,NBSNL,BSNL Infra,CT5085,GBT,40.0,37.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),Nortel,VII+,8/22/2016,S12K_ID,3.0,4-4-4,80/120/200,1.0,OFC,E1,,,,,,,,67.0,Tirupati,VIII,,,ID,3.0,,,,OFC,FE,,45 Mbps,,,,,,,,346.0,,,,,CT5085,,,CT5085,BSC70-15_Kanipakam_CT2050A,ID,,,45 Mbps,0.0,,,,
166,CT5104,BSC70-36_B_AgraharamTE_CT5104C,2G,,,13.33119,79.62359,Rural,Bugga agraharam,Nagari,,Exchange,,"Telephone exchange, Bugga agraharam,Nagari Mandal,Chittoor District, Pincode-517590",Tirupati,PUTTUR,517592.0,BSNL,BSNL Infra,CT5104,GBT,15.0,15.0,Dual,KATHREIN,Nortel,VII+,12/6/2017,S12K_ID,3.0,4-4-4,80/170/270,1.0,OFC,E1,,,,,,,,67.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,CT5105,BSC70-34_Gutharlapalli_CT5105,2G,,,12.76086,78.32795,Rural,KUPPAM,KUPPAM,,Exchange,,,Chittoor,KUPPAM,517426.0,BSNL,BSNL Infra,CT5105,GBT,,,,,Nortel,,6/9/2018,,3.0,3-3-3,,,OFC,E1,,,,,,,,70.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
168,CT5515,BSC70-51_Pathikonda_ATC_CT5515,2G+3G,NSN,553_36671_Pathikonda_ATC_CT5515,13.18298,78.63658,Rural,Pathikonda,Palamaner,,OD Plinth,5422.0,"Pathikonda,palamner (M),Chittoor DT.",Chittoor,PALMANER,517432.0,IP-ATC,ATC,AP3092,GBT,40.0,37.0,Mono,HIGH WAY,Nortel,IV,5/3/2006,S8K_OD,3.0,4-4-4,174/251/336,,DMW,,,NEW NEC,0.6m,BSC70-69_Dandapalle_CT2235B,E1,1.0,,70.0,Tirupati,VIII.4,12/28/2019,,RRH,,,,,DMW,,,,,,,,,,,553.0,,,,,,,,CT2061,,,,,,0.0,,,,
