"Circle","SSA","OLT Owner","Working Connections"
"AP","SRIKAKULAM","SAPSKM_PVCFIBERNET","732"
"AP","SRIKAKULAM","SAPSKM_SAICOMM","10"
"AP","SRIKAKULAM","SAPSKM_SAISPANDANA","2419"
"AP","SRIKAKULAM","SAPSKM_SLNSCABLE","152"
"AP","SRIKAKULAM","SAPSKM_SPEEDNET","229"
"AP","SRIKAKULAM","SAPSKM_SREEDEVI","277"
"AP","SRIKAKULAM","SAPSKM_SRIANJANEYA","117"
"AP","SRIKAKULAM","SAPSKM_SRINIVASA","76"
"AP","SRIKAKULAM","SAPSKM_SSINTERNET","141"
"AP","SRIKAKULAM","SAPSKM_TOSHANI","2"
"AP","SRIKAKULAM","SAPSKM_VENKATARAMANA","30"
"AP","SRIKAKULAM","SAPSKM_VENKATESWARA","25"
"AP","SRIKAKULAM","SAPSKM_VICTORY","40"
"AP","SRIKAKULAM","SAPSKM_VIJAYALAXMI","37"
"AP","SRIKAKULAM","","1"
"AP","TIRUPATI","BBNL","39"
"AP","TIRUPATI","BSNL","623"
"AP","TIRUPATI","BSNL_DSLAM","14"
"AP","TIRUPATI","CHT_CHT_DIGITAL","3611"
"AP","TIRUPATI","CHT_MDP_SRIADITYACOMM","23"
"AP","TIRUPATI","CHT_TRP_SRINIVASA","256"
"AP","TIRUPATI","LAKSHMICITY_APCHT","23"
"AP","TIRUPATI","SAPCHT_AMARAVATHI","518"
"AP","TIRUPATI","SAPCHT_AMMACABLE","524"
"AP","TIRUPATI","SAPCHT_AMRITHACOMM","265"
"AP","TIRUPATI","SAPCHT_AVEROMAN","104"
"AP","TIRUPATI","SAPCHT_BALAJICOMM","543"
"AP","TIRUPATI","SAPCHT_BALAJICOMMZ","185"
"AP","TIRUPATI","SAPCHT_CHARMLED","738"
"AP","TIRUPATI","SAPCHT_DASSERVICES","107"
"AP","TIRUPATI","SAPCHT_DEVILAKSHMI","252"
"AP","TIRUPATI","SAPCHT_DHANALAKSHMI","219"
"AP","TIRUPATI","SAPCHT_GANAPATHI","1207"
"AP","TIRUPATI","SAPCHT_HAPPYCOMM","153"
"AP","TIRUPATI","SAPCHT_JOSNIKA","11"
"AP","TIRUPATI","SAPCHT_KARTHIKEYA","245"
"AP","TIRUPATI","SAPCHT_KKCOMM","26"
"AP","TIRUPATI","SAPCHT_KRISHNACABLE","110"
"AP","TIRUPATI","SAPCHT_KRISHNACOMM","298"
"AP","TIRUPATI","SAPCHT_LAKSHMI","509"
"AP","TIRUPATI","SAPCHT_MEGHANA","18"
"AP","TIRUPATI","SAPCHT_MKCABLENW","96"
"AP","TIRUPATI","SAPCHT_MNRTECH","647"
"AP","TIRUPATI","SAPCHT_MNVSOLUTIONS","307"
"AP","TIRUPATI","SAPCHT_MOKSHASAI","585"
"AP","TIRUPATI","SAPCHT_NYRCABLENW","159"
"AP","TIRUPATI","SAPCHT_PICHATURCNW","215"
"AP","TIRUPATI","SAPCHT_PINAKA","507"
"AP","TIRUPATI","SAPCHT_PRAJENDRA","116"
"AP","TIRUPATI","SAPCHT_PRAVEEN","320"
"AP","TIRUPATI","SAPCHT_RCLELECTRON","168"
"AP","TIRUPATI","SAPCHT_SAICABLE","1060"
"AP","TIRUPATI","SAPCHT_SDPCOMM","329"
"AP","TIRUPATI","SAPCHT_SEVENHILLS","146"
"AP","TIRUPATI","SAPCHT_SHANVIKAA","132"
"AP","TIRUPATI","SAPCHT_SHIRDISAI","28"
"AP","TIRUPATI","SAPCHT_SRFIBERPLR","319"
"AP","TIRUPATI","SAPCHT_SRILAKSHMI","1247"
"AP","TIRUPATI","SAPCHT_SRISAI","398"
"AP","TIRUPATI","SAPCHT_SURYABB","394"
"AP","TIRUPATI","SAPCHT_SVINFOCOM","58"
"AP","TIRUPATI","SAPCHT_SVSCABLENW","19"
"AP","TIRUPATI","SAPCHT_UTGROUP","164"
"AP","TIRUPATI","SAPCHT_VANARANICNW","74"
"AP","TIRUPATI","SAPCHT_VANI","961"
"AP","TIRUPATI","SAPCHT_VIJAYCABLE","55"
"AP","TIRUPATI","SAPCHT_VINAYAKACN","46"
"AP","TIRUPATI","SAPCHT_VKRRCOMM","219"
"AP","TIRUPATI","SRINIVASA4_APCHT","8"
"AP","TIRUPATI","","97"
"AP","VIJAYANAGARAM","BSNL","3"
"AP","VIJAYANAGARAM","BSNL_DSLAM","2"
"AP","VIJAYANAGARAM","BSNL_OCLAN","31"
"AP","VIJAYANAGARAM","BSNL_PVRRPR","2"
"AP","VIJAYANAGARAM","BSNL_RPR","6"
"AP","VIJAYANAGARAM","SAPVZM_ACN","456"
"AP","VIJAYANAGARAM","SAPVZM_ACTN","130"
"AP","VIJAYANAGARAM","SAPVZM_APCN","21"
"AP","VIJAYANAGARAM","SAPVZM_ASTN","96"
"AP","VIJAYANAGARAM","SAPVZM_BMC","201"
"AP","VIJAYANAGARAM","SAPVZM_CCN","52"
"AP","VIJAYANAGARAM","SAPVZM_EFN","1195"
"AP","VIJAYANAGARAM","SAPVZM_HCN","132"
"AP","VIJAYANAGARAM","SAPVZM_KRCN","108"
"AP","VIJAYANAGARAM","SAPVZM_LCN","2"
"AP","VIJAYANAGARAM","SAPVZM_LFN","160"
"AP","VIJAYANAGARAM","SAPVZM_LSP","29"
"AP","VIJAYANAGARAM","SAPVZM_RKC","336"
"AP","VIJAYANAGARAM","SAPVZM_RRI","243"
"AP","VIJAYANAGARAM","SAPVZM_SAI","9"
"AP","VIJAYANAGARAM","SAPVZM_SBC","9"
"AP","VIJAYANAGARAM","SAPVZM_SCN","295"
"AP","VIJAYANAGARAM","SAPVZM_SLCN","32"
"AP","VIJAYANAGARAM","SAPVZM_SMCN","18"
"AP","VIJAYANAGARAM","SAPVZM_SRCN","276"
"AP","VIJAYANAGARAM","SAPVZM_SRR","393"
"AP","VIJAYANAGARAM","SAPVZM_SSC","687"
"AP","VIJAYANAGARAM","SAPVZM_SSVN","299"
"AP","VIJAYANAGARAM","SAPVZM_STCN","162"
"AP","VIJAYANAGARAM","SAPVZM_SVCN","307"
"AP","VIJAYANAGARAM","SAPVZM_TCN","50"
"AP","VIJAYANAGARAM","SAPVZM_VSE","345"
"AP","VIJAYANAGARAM","SAPVZM_YFN","34"
"AP","VIJAYAWADA","ATOZ_NV_TECH_SERVICES","706"
"AP","VIJAYAWADA","BSNL","5868"
"AP","VIJAYAWADA","SAPVJW_ADYA","202"
"AP","VIJAYAWADA","SAPVJW_AIRNETBZA","12"
"AP","VIJAYAWADA","SAPVJW_AKIVA","814"
"AP","VIJAYAWADA","SAPVJW_AKSHITHA","84"
"AP","VIJAYAWADA","SAPVJW_ARAJESH","132"
"AP","VIJAYAWADA","SAPVJW_ASRAO","1543"
"AP","VIJAYAWADA","SAPVJW_ASRRAO","241"
"AP","VIJAYAWADA","SAPVJW_AVSSRAO","68"
"AP","VIJAYAWADA","SAPVJW_BHARAT","335"
"AP","VIJAYAWADA","SAPVJW_BHASKARARAO","290"
"AP","VIJAYAWADA","SAPVJW_BRGUPTA","4"
"AP","VIJAYAWADA","SAPVJW_BSNARAYANA","790"
"AP","VIJAYAWADA","SAPVJW_BSRINIVAS","168"
"AP","VIJAYAWADA","SAPVJW_CHSOWJANYA","56"
"AP","VIJAYAWADA","SAPVJW_CHSRAO","255"
"AP","VIJAYAWADA","SAPVJW_CHVLAKSHMI","87"
"AP","VIJAYAWADA","SAPVJW_CHVSRAO","368"
"AP","VIJAYAWADA","SAPVJW_DAVEEDU","40"
"AP","VIJAYAWADA","SAPVJW_DHANALAKSHMI","112"
"AP","VIJAYAWADA","SAPVJW_DNAGARAJU","40"
"AP","VIJAYAWADA","SAPVJW_DODDAKRANTHI","129"
"AP","VIJAYAWADA","SAPVJW_DRADHIKA","26"
"AP","VIJAYAWADA","SAPVJW_DRAJU","192"
"AP","VIJAYAWADA","SAPVJW_GDNGVA","781"
"AP","VIJAYAWADA","SAPVJW_GEVVJA","5"
"AP","VIJAYAWADA","SAPVJW_GNAGIREDDY","114"
"AP","VIJAYAWADA","SAPVJW_GPRASAD","62"
"AP","VIJAYAWADA","SAPVJW_GRAMARAO","6"
"AP","VIJAYAWADA","SAPVJW_GSAIKIRAN","94"
"AP","VIJAYAWADA","SAPVJW_GSOBHANADRI","180"
"AP","VIJAYAWADA","SAPVJW_GSRAO","48"
"AP","VIJAYAWADA","SAPVJW_IGOPI","125"
"AP","VIJAYAWADA","SAPVJW_JNAGARAJU","177"
"AP","VIJAYAWADA","SAPVJW_KESANAMURTHY","592"
"AP","VIJAYAWADA","SAPVJW_KKMURTHY","133"
"AP","VIJAYAWADA","SAPVJW_KLN","240"
"AP","VIJAYAWADA","SAPVJW_KPVITTAL","205"
"AP","VIJAYAWADA","SAPVJW_KRISHNAREDDY","289"
"AP","VIJAYAWADA","SAPVJW_KSNARAYANA","122"
"AP","VIJAYAWADA","SAPVJW_KSOBHANADRI","44"
"AP","VIJAYAWADA","SAPVJW_KSPRIYA","34"
"AP","VIJAYAWADA","SAPVJW_KVKRISHNA","103"
"AP","VIJAYAWADA","SAPVJW_LHKIRAN","701"
"AP","VIJAYAWADA","SAPVJW_LVKVMR","77"
"AP","VIJAYAWADA","SAPVJW_MANASATELE","104"
"AP","VIJAYAWADA","SAPVJW_MOHIUDDEEN","126"
"AP","VIJAYAWADA","SAPVJW_MPKUMAR","65"
"AP","VIJAYAWADA","SAPVJW_MRATTAIAH","54"
"AP","VIJAYAWADA","SAPVJW_MRKREDDY","30"
"AP","VIJAYAWADA","SAPVJW_MRPRASAD","130"
"AP","VIJAYAWADA","SAPVJW_MSEKHAR","9"
"AP","VIJAYAWADA","SAPVJW_MSNARAYANA","259"
"AP","VIJAYAWADA","SAPVJW_MSRENGINEERS","76"
"AP","VIJAYAWADA","SAPVJW_MVRAO","22"
"AP","VIJAYAWADA","SAPVJW_NARESHBABU","402"
"AP","VIJAYAWADA","SAPVJW_NITISHKUMAR","89"
"AP","VIJAYAWADA","SAPVJW_NRAMESH","141"
"AP","VIJAYAWADA","SAPVJW_NSYAMGOPAL","50"
"AP","VIJAYAWADA","SAPVJW_NVSSP","406"
"AP","VIJAYAWADA","SAPVJW_PESWARARAO","335"
"AP","VIJAYAWADA","SAPVJW_PGNSARMA","175"
"AP","VIJAYAWADA","SAPVJW_PKRAO","108"
"AP","VIJAYAWADA","SAPVJW_PNPMLAKSHMI","10"
"AP","VIJAYAWADA","SAPVJW_PRAMARAO","70"
"AP","VIJAYAWADA","SAPVJW_PRAMESHBABU","4"
"AP","VIJAYAWADA","SAPVJW_PTHARUN","164"
"AP","VIJAYAWADA","SAPVJW_PVSKRISHNA","178"
"AP","VIJAYAWADA","SAPVJW_RADHAKRISHNA","14"
"AP","VIJAYAWADA","SAPVJW_RAJAMANI","244"
"AP","VIJAYAWADA","SAPVJW_RAJANIKUMARI","74"
"AP","VIJAYAWADA","SAPVJW_RKENTP","61"
"AP","VIJAYAWADA","SAPVJW_SATISHBABU","81"
"AP","VIJAYAWADA","SAPVJW_SDSVJA","6"
"AP","VIJAYAWADA","SAPVJW_SESHAGIRIRAO","113"
"AP","VIJAYAWADA","SAPVJW_SESHARATNAM","157"
"AP","VIJAYAWADA","SAPVJW_SKPRASAD","40"
"AP","VIJAYAWADA","SAPVJW_SOMAGOPI","220"
"AP","VIJAYAWADA","SAPVJW_SRIDHAR","14"
"AP","VIJAYAWADA","SAPVJW_SRMAGENCIES","585"
"AP","VIJAYAWADA","SAPVJW_SUBRAMANYAM","315"
"AP","VIJAYAWADA","SAPVJW_SUDHAKAR","254"
"AP","VIJAYAWADA","SAPVJW_SUDHEER","227"
"AP","VIJAYAWADA","SAPVJW_SUDHEERBRX","5"
"AP","VIJAYAWADA","SAPVJW_TABHINASH","1040"
"AP","VIJAYAWADA","SAPVJW_TANNAPURNA","114"
"AP","VIJAYAWADA","SAPVJW_TEJASRI","122"
"AP","VIJAYAWADA","SAPVJW_TKGROUPS","324"
"AP","VIJAYAWADA","SAPVJW_TNRAO","136"
"AP","VIJAYAWADA","SAPVJW_TVSNARENDRA","9"
"AP","VIJAYAWADA","SAPVJW_VGOPALRAO","47"
"AP","VIJAYAWADA","SAPVJW_VHARIKRISHNA","164"
"AP","VIJAYAWADA","SAPVJW_VINAYVANKA","576"
"AP","VIJAYAWADA","SAPVJW_VVSNRAJU","75"
"AP","VIJAYAWADA","VIW_ATOZ_NV","45"
"AP","VIJAYAWADA","VJW_ALLA_BAKSHU","499"
"AP","VIJAYAWADA","VJW_ATOZ_NV","640"
"AP","VIJAYAWADA","VJW_LAKSHMI_COM","519"
"AP","VIJAYAWADA","VJW_MS_EES","23"
"AP","VIJAYAWADA","VJW_SRIVIBHAV_FCPL","252"
"AP","VIJAYAWADA","VJW_V_FUTURE","453"
"AP","VIJAYAWADA","V_FUTURE_COMMUNICATIONS","55"
"AP","VIJAYAWADA","","886"
"AP","VISAKHAPATNAM","BBNL","13"
"AP","VISAKHAPATNAM","BGM_WORLD_VISION","1"
"AP","VISAKHAPATNAM","BSNL","3850"
"AP","VISAKHAPATNAM","BSNL_OCLAN","2"
"AP","VISAKHAPATNAM","SAPVSK_AARKA","3"
"AP","VISAKHAPATNAM","SAPVSK_BESTGLOBAL","143"
"AP","VISAKHAPATNAM","SAPVSK_BHARGAV","164"
"AP","VISAKHAPATNAM","SAPVSK_BHAVYA","34"
"AP","VISAKHAPATNAM","SAPVSK_BHEEM","199"
"AP","VISAKHAPATNAM","SAPVSK_BHULAKSHMI","4"
"AP","VISAKHAPATNAM","SAPVSK_CATCHY","93"
"AP","VISAKHAPATNAM","SAPVSK_CHIGURUPATI","488"
"AP","VISAKHAPATNAM","SAPVSK_COSMICCABLE","10"
"AP","VISAKHAPATNAM","SAPVSK_COSMICTABLE","588"
"AP","VISAKHAPATNAM","SAPVSK_CTCDORA","413"
"AP","VISAKHAPATNAM","SAPVSK_DURGAMAMBA","279"
"AP","VISAKHAPATNAM","SAPVSK_FPINFRA","578"
"AP","VISAKHAPATNAM","SAPVSK_INETSERVICES","144"
"AP","VISAKHAPATNAM","SAPVSK_KSDIGITAL","46"
"AP","VISAKHAPATNAM","SAPVSK_LEONEFIBER","56"
"AP","VISAKHAPATNAM","SAPVSK_LIFI","1682"
"AP","VISAKHAPATNAM","SAPVSK_LIFINETWORKS","894"
"AP","VISAKHAPATNAM","SAPVSK_LINKHOUSENET","4"
"AP","VISAKHAPATNAM","SAPVSK_LISHI","145"
"AP","VISAKHAPATNAM","SAPVSK_LVRBB","547"
"AP","VISAKHAPATNAM","SAPVSK_MADHURI","229"
"AP","VISAKHAPATNAM","SAPVSK_METROFTTHTIP","245"
"AP","VISAKHAPATNAM","SAPVSK_MODHAVENKAT","292"
"AP","VISAKHAPATNAM","SAPVSK_MOHAN","332"
"AP","VISAKHAPATNAM","SAPVSK_MVLTECH","386"
"AP","VISAKHAPATNAM","SAPVSK_NAVYA","111"
"AP","VISAKHAPATNAM","SAPVSK_NIDHITECH","62"
"AP","VISAKHAPATNAM","SAPVSK_POORNASRI","2"
"AP","VISAKHAPATNAM","SAPVSK_RAJRAJESWARI","30"
"AP","VISAKHAPATNAM","SAPVSK_RAJSERVICES","85"
"AP","VISAKHAPATNAM","SAPVSK_RAJUCABLE","14"
"AP","VISAKHAPATNAM","SAPVSK_RAJUY","42"
"AP","VISAKHAPATNAM","SAPVSK_RAMSWAMY","103"
"AP","VISAKHAPATNAM","SAPVSK_ROHITH","254"
"AP","VISAKHAPATNAM","SAPVSK_RRINTERNET","870"
"AP","VISAKHAPATNAM","SAPVSK_SAGACITI","1"
"AP","VISAKHAPATNAM","SAPVSK_SAGASITI","535"
"AP","VISAKHAPATNAM","SAPVSK_SAIRAM","100"
"AP","VISAKHAPATNAM","SAPVSK_SAISNEHA","23"
"AP","VISAKHAPATNAM","SAPVSK_SARVAN","280"
"AP","VISAKHAPATNAM","SAPVSK_SATYASRI","66"
"AP","VISAKHAPATNAM","SAPVSK_SDCABLE","19"
"AP","VISAKHAPATNAM","SAPVSK_SGTDESAPATH","964"
"AP","VISAKHAPATNAM","SAPVSK_SHRINANDAN","309"
"AP","VISAKHAPATNAM","SAPVSK_SILVERSPING","65"
"AP","VISAKHAPATNAM","SAPVSK_SMARTFIBER","122"
"AP","VISAKHAPATNAM","SAPVSK_SMGANAPATI","521"
"AP","VISAKHAPATNAM","SAPVSK_SRIDEVI","395"
"AP","VISAKHAPATNAM","SAPVSK_SRIDURGA","166"
"AP","VISAKHAPATNAM","SAPVSK_SRIKIRAN","42"
"AP","VISAKHAPATNAM","SAPVSK_SRISHANKARA","80"
"AP","VISAKHAPATNAM","SAPVSK_SRISRINIVASA","147"
"AP","VISAKHAPATNAM","SAPVSK_SSFIBRENET","107"
"AP","VISAKHAPATNAM","SAPVSK_STARCOM","1497"
"AP","VISAKHAPATNAM","SAPVSK_SUPRAJAA","64"
"AP","VISAKHAPATNAM","SAPVSK_TEJADIGITAL","275"
"AP","VISAKHAPATNAM","SAPVSK_VINAYAKA","221"
"AP","VISAKHAPATNAM","SAPVSK_VISAKHA","110"
"AP","VISAKHAPATNAM","SAPVSK_VWORLD","59"
"AP","VISAKHAPATNAM","SAPVSK_YASVANTH","120"
"AP","VISAKHAPATNAM","SAPVSK_YLCSRIBALAJI","496"
"AP","VISAKHAPATNAM","SDVDIGITALS","125"
"AP","VISAKHAPATNAM","VSK_LANSUM","62"
"AP","VISAKHAPATNAM","","381"
"CN","CHENNAI TELEPHONES","BBNL","2"
"CN","CHENNAI TELEPHONES","BSNL","8510"
"CN","CHENNAI TELEPHONES","CHN_7STAR_CABLE_NETWORK","528"
"CN","CHENNAI TELEPHONES","CHN_7STAR_CABLE_NET_NBA","68"
"CN","CHENNAI TELEPHONES","CHN_AAR_AAR_MGW","12"
"CN","CHENNAI TELEPHONES","CHN_AFI_ENTERPRISES","301"
"CN","CHENNAI TELEPHONES","CHN_ANUVISION","890"
"CN","CHENNAI TELEPHONES","CHN_ANUVISION_D_ANU","10"
"CN","CHENNAI TELEPHONES","CHN_ARUNCABLE_NBA","473"
"CN","CHENNAI TELEPHONES","CHN_ARUNEXCELLO","75"
"CN","CHENNAI TELEPHONES","CHN_ARUN_CABLE_NBA","2"
"CN","CHENNAI TELEPHONES","CHN_AVENKATRAMAN","399"
"CN","CHENNAI TELEPHONES","CHN_BOOTO_CABLE_NETWORK_MMN","2"
"CN","CHENNAI TELEPHONES","CHN_BOOTO_CABLE_NETWORK_VAN","12"
"CN","CHENNAI TELEPHONES","CHN_BSD_CABLE_MNT","137"
"CN","CHENNAI TELEPHONES","CHN_CHINNAMMAN_TKK","119"
"CN","CHENNAI TELEPHONES","CHN_CHROMNET","88"
"CN","CHENNAI TELEPHONES","CHN_CHROM_NETWORK_RNG","31"
"CN","CHENNAI TELEPHONES","CHN_CLEAR_VISION","422"
"CN","CHENNAI TELEPHONES","CHN_CUBO_COMMUNICATIONS","208"
"CN","CHENNAI TELEPHONES","CHN_CUBO_COMMUNICATIONS_NBA","90"
"CN","CHENNAI TELEPHONES","CHN_DATA_POND_COMMUNICATION","87"
"CN","CHENNAI TELEPHONES","CHN_DEEPAKNETWORK_VAN","132"
"CN","CHENNAI TELEPHONES","CHN_DTECH_SOLUTIONS_MBK","89"
"CN","CHENNAI TELEPHONES","CHN_EBENESAR","12"
"CN","CHENNAI TELEPHONES","CHN_EBENEZAR_NBA","179"
"CN","CHENNAI TELEPHONES","CHN_EM_NET_KOR","107"
"CN","CHENNAI TELEPHONES","CHN_ESHWAR_CABLE_CBA","3"
"CN","CHENNAI TELEPHONES","CHN_GALAXYFIBRE_SOLUTIONS_TAM","199"
"CN","CHENNAI TELEPHONES","CHN_GALAXYFIBRE_TAM","227"
"CN","CHENNAI TELEPHONES","CHN_GINGER_NET_MGW","194"
"CN","CHENNAI TELEPHONES","CHN_GUNA_CABLE_CPT","244"
"CN","CHENNAI TELEPHONES","CHN_GURU_CABLE_NETWORK","197"
"CN","CHENNAI TELEPHONES","CHN_G_RAMESH","40"
"CN","CHENNAI TELEPHONES","CHN_JAYEL_SATVISION","946"
"CN","CHENNAI TELEPHONES","CHN_JEBASTIN_COMMUNICATION","342"
"CN","CHENNAI TELEPHONES","CHN_JJ_NWORK_PAD","18"
"CN","CHENNAI TELEPHONES","CHN_KSSTAR_NETWORK","12"
"CN","CHENNAI TELEPHONES","CHN_KVT_CABLE_NETWORK","35"
"CN","CHENNAI TELEPHONES","CHN_MAHAVISION_MED","57"
"CN","CHENNAI TELEPHONES","CHN_MAHAVISION_SAT_SYSTEMS","166"
"CN","CHENNAI TELEPHONES","CHN_MAHAVISION_SAT_SYSTEM_NPG","231"
"CN","CHENNAI TELEPHONES","CHN_MEC_WBA","265"
"CN","CHENNAI TELEPHONES","CHN_MILLENIUM","265"
"CN","CHENNAI TELEPHONES","CHN_MKMURUGESAN","2"
"CN","CHENNAI TELEPHONES","CHN_NILA_COMMUNICATION","66"
"CN","CHENNAI TELEPHONES","CHN_NITHACABLE_MBP","74"
"CN","CHENNAI TELEPHONES","CHN_N_KRISHNAN","11"
"CN","CHENNAI TELEPHONES","CHN_OMSAKTHICABLETV","292"
"CN","CHENNAI TELEPHONES","CHN_OM_AGENCIES","161"
"CN","CHENNAI TELEPHONES","CHN_OM_AGENCIES_ACP","29"
"CN","CHENNAI TELEPHONES","CHN_PADMA_INFOTECH_SOLUTIONS","82"
"CN","CHENNAI TELEPHONES","CHN_PADMA_INFOTECH_SOLUTIONS_NBA","26"
"CN","CHENNAI TELEPHONES","CHN_POLESTAR_SBA","1436"
"CN","CHENNAI TELEPHONES","CHN_POLE_STAR_TELECOM_WBA","516"
"CN","CHENNAI TELEPHONES","CHN_POOJA_FIBRO_COMM","1695"
"CN","CHENNAI TELEPHONES","CHN_POOJA_FIBRO_COMM_50_50_CBA","559"
"CN","CHENNAI TELEPHONES","CHN_POOJA_FIBRO_COMM_50_50_WBA","191"
"CN","CHENNAI TELEPHONES","CHN_POOJA_FIBRO_COMM_CBA","292"
"CN","CHENNAI TELEPHONES","CHN_POOJA_FIBRO_COMM_NBA","381"
"CN","CHENNAI TELEPHONES","CHN_POOJA_FIBRO_COMM_WBA","73"
"CN","CHENNAI TELEPHONES","CHN_POPNA_CABLE_CPT","671"
"CN","CHENNAI TELEPHONES","CHN_PRADEEP_SAT_VISION_AMB","390"
"CN","CHENNAI TELEPHONES","CHN_PSN_NETWORK_SPK","12"
"CN","CHENNAI TELEPHONES","CHN_PSN_SPK","2"
"CN","CHENNAI TELEPHONES","CHN_P_DAKSHNAMOORTHY","12"
"CN","CHENNAI TELEPHONES","CHN_P_DEENADHAYALAN","104"
"CN","CHENNAI TELEPHONES","CHN_RADIUS_INFRATEL","3"
"CN","CHENNAI TELEPHONES","CHN_RITHIK_CABLETV","159"
"CN","CHENNAI TELEPHONES","CHN_RUNNET","42"
"CN","CHENNAI TELEPHONES","CHN_SAIRAM_CABLE_NETWORK","516"
"CN","CHENNAI TELEPHONES","CHN_SAIRAM_CABLE_NETWORK_RAM","406"
"CN","CHENNAI TELEPHONES","CHN_SARAVANAN_ENT50_50_CBA","369"
"CN","CHENNAI TELEPHONES","CHN_SARAVANAN_ENTERPRISES","1108"
"CN","CHENNAI TELEPHONES","CHN_SATHYAMOORTHY_CABLETV_NETWORK_SPK","100"
"CN","CHENNAI TELEPHONES","CHN_SATLINK_NET_MGW","55"
"CN","CHENNAI TELEPHONES","CHN_SDKA_NETWORK","111"
"CN","CHENNAI TELEPHONES","CHN_SHAKTHI_CABLE_NETWORK","269"
"CN","CHENNAI TELEPHONES","CHN_SHRI_SHANMUGAA_COMMUNICATIONS","22"
"CN","CHENNAI TELEPHONES","CHN_SPEEDON_NETWORK_NVR","6"
"CN","CHENNAI TELEPHONES","CHN_SPEED_FIBER","87"
"CN","CHENNAI TELEPHONES","CHN_SPIDER_COM_NET_NBA","16"
"CN","CHENNAI TELEPHONES","CHN_SRE_BHAVANI_NET_KOR","21"
"CN","CHENNAI TELEPHONES","CHN_SRI_BALAJI_CABLE_NETWORK_MMN","221"
"CN","CHENNAI TELEPHONES","CHN_SRI_BALAJI_CABLE_NETWORK_SPK","91"
"CN","CHENNAI TELEPHONES","CHN_SSNETWORK_PGL","20"
"CN","CHENNAI TELEPHONES","CHN_STERLITE_TECHNOLOGIES","11"
"CN","CHENNAI TELEPHONES","CHN_SUBAM_CABLENETWORK_NGL","36"
"CN","CHENNAI TELEPHONES","CHN_SUPER_NETWORK","55"
"CN","CHENNAI TELEPHONES","CHN_SVASU","302"
"CN","CHENNAI TELEPHONES","CHN_TAISHA","254"
"CN","CHENNAI TELEPHONES","CHN_TEAM_DIGITAL_NETWORK","2708"
"CN","CHENNAI TELEPHONES","CHN_THENDRAL_CABLE_CBA","32"
"CN","CHENNAI TELEPHONES","CHN_THILAGAM_CABLE_CPT","105"
"CN","CHENNAI TELEPHONES","CHN_THREE_STAR_NET_AMB","33"
"CN","CHENNAI TELEPHONES","CHN_TRS_CABLE_TKK","527"
"CN","CHENNAI TELEPHONES","CHN_TSN_CABLE_TKK","61"
"CN","CHENNAI TELEPHONES","CHN_UNS_PAL","2"
"CN","CHENNAI TELEPHONES","CHN_VEECOM","1"
"CN","CHENNAI TELEPHONES","CHN_VNN_CONSTRUCTIONS","484"
"CN","CHENNAI TELEPHONES","CHN_VNN_CONSTRUCTIONS_NBA","1578"
"CN","CHENNAI TELEPHONES","CHN_VNN_CONTRUCTIONS","309"
"CN","CHENNAI TELEPHONES","CHN_V_JAYAPRAKASH","179"
"CN","CHENNAI TELEPHONES","CHN_YAZH_CABLE_TKK","303"
"CN","CHENNAI TELEPHONES","CHN_YES_KEA_CABLE_VISION_CHR","12"
"CN","CHENNAI TELEPHONES","SCNCHN_AADHITHYADIGITAL","6"
"CN","CHENNAI TELEPHONES","SCNCHN_AARTHINETWORK_NBA","89"
"CN","CHENNAI TELEPHONES","SCNCHN_AASATVISION","29"
"CN","CHENNAI TELEPHONES","SCNCHN_ABIRAMIDISH_NBA","23"
"CN","CHENNAI TELEPHONES","SCNCHN_ADARSH4_CBA","169"
"CN","CHENNAI TELEPHONES","SCNCHN_ADARSH_NBA","1069"
"CN","CHENNAI TELEPHONES","SCNCHN_ADEQPT4_CBA","189"
"CN","CHENNAI TELEPHONES","SCNCHN_ADITHYASPD","527"
"CN","CHENNAI TELEPHONES","SCNCHN_ADSTECHSOLUTIONS_NBA","38"
"CN","CHENNAI TELEPHONES","SCNCHN_AFI_ENTERPRISES","128"
"CN","CHENNAI TELEPHONES","SCNCHN_AMMANSATELLITE_NBA","70"
"CN","CHENNAI TELEPHONES","SCNCHN_AMMAN_AGENCIES_SBA","40"
"CN","CHENNAI TELEPHONES","SCNCHN_AMMAN_NETWORK_SBA","90"
"CN","CHENNAI TELEPHONES","SCNCHN_ANNAI_CABLE_SBA","136"
"CN","CHENNAI TELEPHONES","SCNCHN_ARAVINDCABLETV_NBA","8"
"CN","CHENNAI TELEPHONES","SCNCHN_ARCHANA_SBA","29"
"CN","CHENNAI TELEPHONES","SCNCHN_ASHOK_KUMAR_SBA","249"
"CN","CHENNAI TELEPHONES","SCNCHN_ATMNETWORK_TUR","94"
"CN","CHENNAI TELEPHONES","SCNCHN_AVENKATARAMAN","120"
"CN","CHENNAI TELEPHONES","SCNCHN_BALANETWORKING","84"
"CN","CHENNAI TELEPHONES","SCNCHN_BALANETWORKING_NBA","108"
"CN","CHENNAI TELEPHONES","SCNCHN_BL_ENT_50_50_CBA","2"
"CN","CHENNAI TELEPHONES","SCNCHN_BSCOMMUNICATION_NBA","130"
"CN","CHENNAI TELEPHONES","SCNCHN_CHARLES_RAJAIAH_SBA","257"
"CN","CHENNAI TELEPHONES","SCNCHN_CHITRANETWORK_NBA","81"
