"Circle","SSA","OLT Owner","Working Connections"
"KL","ALLEPPEY","SKLKTM_LCO_KRT_RBR","2"
"KL","ALLEPPEY","SKLKTM_LCO_KTM_DFS","15"
"KL","ALLEPPEY","SKLKTM_LCO_KTM_DNET","1"
"KL","ALLEPPEY","SKLQLN_MOONSTAR","2"
"KL","ALLEPPEY","SKLQLN_NEONET","1"
"KL","ALLEPPEY","SKTBGL_PRIMEINTSYS","1"
"KL","ALLEPPEY","STSHYD_D2DC","1"
"KL","ALLEPPEY","STSHYD_GOUTAMI","4"
"KL","ALLEPPEY","THROUGH DSLAM","1"
"KL","ALLEPPEY","WE1COMMUNICATIONS","1"
"KL","ALLEPPEY","","475"
"KL","ERNAKULAM","BBNL","134"
"KL","ERNAKULAM","BSNL","10117"
"KL","ERNAKULAM","CHN_DEEPAKNETWORK_VAN","1"
"KL","ERNAKULAM","ENK_ABACTVNW_KOCHI","195"
"KL","ERNAKULAM","ENK_ABEL_ARAKULAM","68"
"KL","ERNAKULAM","ENK_ACTIONCVSN_EDAKOCHI","57"
"KL","ERNAKULAM","ENK_ADITYA_ATHIRA","119"
"KL","ERNAKULAM","ENK_AISWARYACNW_KODUSSERY","4"
"KL","ERNAKULAM","ENK_ALPHA SPRVSN_CHEGAMANAD","16"
"KL","ERNAKULAM","ENK_ALPHACABLE_KANJAR","68"
"KL","ERNAKULAM","ENK_ALPHASPRVSN_CHEGAMANAD","175"
"KL","ERNAKULAM","ENK_ALUVABROADBANDCOMMUNICATIONS_ALUVA","43"
"KL","ERNAKULAM","ENK_ALUVACABLECOMMUNICATION_KALAMASSERY","221"
"KL","ERNAKULAM","ENK_AMALACABLES_MEENCUT","16"
"KL","ERNAKULAM","ENK_ANGAMALIBB_ANGAMALI","3099"
"KL","ERNAKULAM","ENK_ANSON_CABLE_ARAKULAM","26"
"KL","ERNAKULAM","ENK_ARCHA","1558"
"KL","ERNAKULAM","ENK_ARPCOMBINESASSOC_NETTOOR","25"
"KL","ERNAKULAM","ENK_ASIANCHANNELNETWORK_KODUSSERY","36"
"KL","ERNAKULAM","ENK_ASIASATSATTELITE","92"
"KL","ERNAKULAM","ENK_ASIA_SAT_CABLE","95"
"KL","ERNAKULAM","ENK_BBCOMMUNICATIONS_KAKKANAD","15"
"KL","ERNAKULAM","ENK_BCVNW_MANAKKAPADY","197"
"KL","ERNAKULAM","ENK_BEACHCVSN_PALLIPURAM","34"
"KL","ERNAKULAM","ENK_BENCBLVSN_VANIYAKKAD","320"
"KL","ERNAKULAM","ENK_BESTVSNCTVNW_POIKATTUSSERY","223"
"KL","ERNAKULAM","ENK_BHOOMIKAVSN_CHOONDY","37"
"KL","ERNAKULAM","ENK_BROTHERSCABLENETWORK_RAMAMANGALAM","737"
"KL","ERNAKULAM","ENK_BSNL","3724"
"KL","ERNAKULAM","ENK_BTV_ELLAKKAL","82"
"KL","ERNAKULAM","ENK_BUTTERFLYCABLEVISION_MULAVUKAD","59"
"KL","ERNAKULAM","ENK_CABLECOM_KARIMKUNNAM","45"
"KL","ERNAKULAM","ENK_CBLGUY_CHULLICKAL","130"
"KL","ERNAKULAM","ENK_CEEKAYCABLENW_KALIYAR","4"
"KL","ERNAKULAM","ENK_CENTRALCABLE_THOOKUPALAM","128"
"KL","ERNAKULAM","ENK_CHANNELPARKCOMMUNICATION_VAZHAKULAM","961"
"KL","ERNAKULAM","ENK_CHANNELTWOCMN_VENNALA","220"
"KL","ERNAKULAM","ENK_CHANNELVISIONCABLENETWORK_KALLOORKAD","922"
"KL","ERNAKULAM","ENK_CHANNEL_TODAY","137"
"KL","ERNAKULAM","ENK_CITY VISION_RAJAKKAD","153"
"KL","ERNAKULAM","ENK_CITY VISION__RAJAKKAD","7"
"KL","ERNAKULAM","ENK_CITYCABLE_KUMILY","20"
"KL","ERNAKULAM","ENK_CITYCBLNW_VELLIYAMATTOM","48"
"KL","ERNAKULAM","ENK_CITYCHNL_PARAVUR","357"
"KL","ERNAKULAM","ENK_CITYSTAR_CHERAI","84"
"KL","ERNAKULAM","ENK_CITYVISION_KUDEPARAMBIL","81"
"KL","ERNAKULAM","ENK_CITYVISION_RAJAKKAD","31"
"KL","ERNAKULAM","ENK_CITYVISION_RAJAKUMARI","10"
"KL","ERNAKULAM","ENK_CITYVISION__RAJAKKAD","487"
"KL","ERNAKULAM","ENK_CITY_CABLE_MURIKKASSERY","108"
"KL","ERNAKULAM","ENK_CITY_CHANNELS_ANAVILASAM","82"
"KL","ERNAKULAM","ENK_CLEARNET","5"
"KL","ERNAKULAM","ENK_CLEARVISIONCABLETV_KALADY","880"
"KL","ERNAKULAM","ENK_CLOUDWIFICMNNWPLTD_KAKKANAD","61"
"KL","ERNAKULAM","ENK_CNETCOMNS_PUTHENVELIKKARA","141"
"KL","ERNAKULAM","ENK_COCHINCABLENW_PATHADIPALAM","26"
"KL","ERNAKULAM","ENK_COCHIN_METRO_VYPIN","397"
"KL","ERNAKULAM","ENK_CUMBAMMETT_CABLE_CUMBAMMET","48"
"KL","ERNAKULAM","ENK_DEEPAKCABLENW_KULAMAVU","13"
"KL","ERNAKULAM","ENK_DEVISATVSNCTVNW_PANANGAD","136"
"KL","ERNAKULAM","ENK_DIGITALBEAM_VALLARPADAM","79"
"KL","ERNAKULAM","ENK_DIGITALCVSN_MANNAM","381"
"KL","ERNAKULAM","ENK_DMSSATELLITE_NARAKKAL","290"
"KL","ERNAKULAM","ENK_EENAMCABLETVNETWORK_MADAKKATHANAM","38"
"KL","ERNAKULAM","ENK_ELPHYVSN_AIRAPURAM","2"
"KL","ERNAKULAM","ENK_FABIAN","37"
"KL","ERNAKULAM","ENK_FESTOONNWPLTD_COCHIN","55"
"KL","ERNAKULAM","ENK_FRIENDSCABLENETWORK_NELLAD","84"
"KL","ERNAKULAM","ENK_FRIENDS_CHEMBALAM","158"
"KL","ERNAKULAM","ENK_GLOBALVISION_MUTTOM","152"
"KL","ERNAKULAM","ENK_GLOBVSN_PIRAVOM","39"
"KL","ERNAKULAM","ENK_GOODVIEWVSN_PALLURUTHY","405"
"KL","ERNAKULAM","ENK_GRACEMEDIA_PERINGALA","455"
"KL","ERNAKULAM","ENK_GUNAMANI_PARATHOD","103"
"KL","ERNAKULAM","ENK_HIGH RANGE_VANDIPERIYAR","10"
"KL","ERNAKULAM","ENK_HIGH_RANGE_COMMUNICATIONS","478"
"KL","ERNAKULAM","ENK_HIVISION_UPPUKANDAM","96"
"KL","ERNAKULAM","ENK_HOLY_SATVISION_KEECHERY","357"
"KL","ERNAKULAM","ENK_IDEALCABLE_PULIYANMALA","17"
"KL","ERNAKULAM","ENK_IDUKKIVISION_CHEMBAKAPARA","135"
"KL","ERNAKULAM","ENK_IDUKKIVISION_THANKAMONY","244"
"KL","ERNAKULAM","ENK_IDUKKI_VISION_ADIMALI","288"
"KL","ERNAKULAM","ENK_IDUKKI_VISION_PAMBANAR","289"
"KL","ERNAKULAM","ENK_INFOSATCMNS_KALAMASSERY","2"
"KL","ERNAKULAM","ENK_IVISION_ERATTAYAR","328"
"KL","ERNAKULAM","ENK_KAILAS","194"
"KL","ERNAKULAM","ENK_KARIMKUNNAM_CABLE_KARIMKUNNAM","84"
"KL","ERNAKULAM","ENK_KARUKAPPILLYCABLENETWORK_THAMMANIMATTOM","46"
"KL","ERNAKULAM","ENK_KATTUMATTATHIL","45"
"KL","ERNAKULAM","ENK_KCBSPVTLTD_PANDAPPILLY","1220"
"KL","ERNAKULAM","ENK_KCNNW_CHENDAMANGALAM","10"
"KL","ERNAKULAM","ENK_KLMASSERYCBLVSN_KALAMASSERY","326"
"KL","ERNAKULAM","ENK_KOONAMMAVU_TOTALCTVNW","444"
"KL","ERNAKULAM","ENK_KOTATUKMCBVSNPLTD_KOOTHATTUKULAM","122"
"KL","ERNAKULAM","ENK_LGCNW_MOOTHAKUNNAM","120"
"KL","ERNAKULAM","ENK_LIVINGVISIONCOMNNW_KOLENCHERY","282"
"KL","ERNAKULAM","ENK_LOTUSCVSN_MAMANGALAM","330"
"KL","ERNAKULAM","ENK_MADHURCNW_MUTHOLAPURAM","25"
"KL","ERNAKULAM","ENK_MAMANGALAM_VISIONCNW","132"
"KL","ERNAKULAM","ENK_MANJUMMELCABLEVISION_MANJUMMEL","113"
"KL","ERNAKULAM","ENK_MARBASILCABLENW_CHORAKUZHI","24"
"KL","ERNAKULAM","ENK_MEGACOM_UDUMBANOOR","200"
"KL","ERNAKULAM","ENK_MGM","1052"
"KL","ERNAKULAM","ENK_MIDWAYDIGITALCOMNS_PIRAVOM","569"
"KL","ERNAKULAM","ENK_MOONVSNCNW_CHERANALLOOR","91"
"KL","ERNAKULAM","ENK_MTNASSOCIATES_ERNAKULAM","197"
"KL","ERNAKULAM","ENK_MUNNAR_CABLE_DEVIKULAM","25"
"KL","ERNAKULAM","ENK_MUNNAR_CABLE_MUNNAR","835"
"KL","ERNAKULAM","ENK_MUVATTUPUZHACABLENET_MUVATTUPUZHA","1343"
"KL","ERNAKULAM","ENK_MUZIRISCVSN_THONNIYAKAVU","131"
"KL","ERNAKULAM","ENK_NAMIRDHA_VISION","102"
"KL","ERNAKULAM","ENK_NATIONAL_KANJIKUZHI","48"
"KL","ERNAKULAM","ENK_NEDUMBASRYCBLVSN_NEDUMBASSERY","265"
"KL","ERNAKULAM","ENK_NEPTUNE_CABLES","4"
"KL","ERNAKULAM","ENK_NETTUNENW_KALAMASSERY","178"
"KL","ERNAKULAM","ENK_NETVSN_AYYAPPANKAVU","364"
"KL","ERNAKULAM","ENK_NIBINS_20ACRE","224"
"KL","ERNAKULAM","ENK_NITHINCABLE_KOCHERA","92"
"KL","ERNAKULAM","ENK_ONYXCBLNW_MARADU","222"
"KL","ERNAKULAM","ENK_ONYX_ELAPPARA","152"
"KL","ERNAKULAM","ENK_OPTERNA_TECHNOLOGIES","2"
"KL","ERNAKULAM","ENK_PERIYAR","207"
"KL","ERNAKULAM","ENK_PERIYARENTERTAINMENTNETWORKS_PERUMBAVOOR","479"
"KL","ERNAKULAM","ENK_PLANETCBLNET_EDAPPALLY","123"
"KL","ERNAKULAM","ENK_PLANETCNW_MAMANGALAM","70"
"KL","ERNAKULAM","ENK_POOJACABLENETWORK_NETTOOR","495"
"KL","ERNAKULAM","ENK_PRASANTHVSN_CHELLANAM","386"
"KL","ERNAKULAM","ENK_PRIMECITYC_EDAVANAKKAD","120"
"KL","ERNAKULAM","ENK_PRIMEMEDIA_CHERUTHONI","849"
"KL","ERNAKULAM","ENK_PRIYAM_VANNAPPURAM","156"
"KL","ERNAKULAM","ENK_PRIYA_CABLE_PAMBADUMPARA","47"
"KL","ERNAKULAM","ENK_RAHULCVSNBBNW_MUNAMBAM","64"
"KL","ERNAKULAM","ENK_REVATHI_MAMALA","344"
"KL","ERNAKULAM","ENK_RHYTHM_CABLES","63"
"KL","ERNAKULAM","ENK_SACHINCVSN_VADAKKUMPURAM","66"
"KL","ERNAKULAM","ENK_SAKTHICABLETV_VALAYANCHIRA","1"
"KL","ERNAKULAM","ENK_SAKTHICABLETV_VALAYANCHIRANGARA","25"
"KL","ERNAKULAM","ENK_SARGAM_KOMBAYAR","65"
"KL","ERNAKULAM","ENK_SATCVSN_THATTAMPADY","26"
"KL","ERNAKULAM","ENK_SEENETDGTV_MUTHALAKODAM","477"
"KL","ERNAKULAM","ENK_SHINE-O-VISION","285"
"KL","ERNAKULAM","ENK_SIGNETVISION_KINGINIMATTOM","148"
"KL","ERNAKULAM","ENK_SIGNETVSNNW_VETTITHARA","154"
"KL","ERNAKULAM","ENK_SITISATVNW_UDAYAMPEROOR","2"
"KL","ERNAKULAM","ENK_SITISTARCBNW_PUTHIYAKAVU","108"
"KL","ERNAKULAM","ENK_SIVASAKTHICABLETVNETWORK_VALAYAMCHIRANGARA","1149"
"KL","ERNAKULAM","ENK_SKYLINK_VAGAMON","201"
"KL","ERNAKULAM","ENK_SKYLNCBNW_PALLIKKARA","92"
"KL","ERNAKULAM","ENK_SKYNETCABLETV_UNICHIRA","147"
"KL","ERNAKULAM","ENK_SKYVISION_KANCHIYAR","2"
"KL","ERNAKULAM","ENK_SKYVISION_THADIYAMPADY","6"
"KL","ERNAKULAM","ENK_SNETDIGMEDIA_UDAYAMPEROR","496"
"KL","ERNAKULAM","ENK_SONIC_CABLE_KUDAYATHUR","42"
"KL","ERNAKULAM","ENK_SREEBHADRA_KODIKULAM","78"
"KL","ERNAKULAM","ENK_SSVSNCNW_CHITTOOR","49"
"KL","ERNAKULAM","ENK_STANTONYSCABLEVISION_PURAPPUZHA","530"
"KL","ERNAKULAM","ENK_STARCBEVSN_NETTOOR","76"
"KL","ERNAKULAM","ENK_STARMEDIA_KUNNUKARA","59"
"KL","ERNAKULAM","ENK_STARNETCABLE_THOKUPARA","165"
"KL","ERNAKULAM","ENK_STARNET_VENMONY","61"
"KL","ERNAKULAM","ENK_STARVISION_KUDAYATHUR","1"
"KL","ERNAKULAM","ENK_SUNCOMNS_PONNARIMANGALAM","74"
"KL","ERNAKULAM","ENK_SUPERTOCHCTVN_KIZHAKAMBLAM","92"
"KL","ERNAKULAM","ENK_SUPERVISION","125"
"KL","ERNAKULAM","ENK_SUPERVISION_VANDANMED","35"
"KL","ERNAKULAM","ENK_SURABHI_PAMBADUMPARA","136"
"KL","ERNAKULAM","ENK_SURYAHSINTERNET_PALLIPORT","16"
"KL","ERNAKULAM","ENK_TELENOVA","10"
"KL","ERNAKULAM","ENK_TOPSTATION_KOVILOOR","998"
"KL","ERNAKULAM","ENK_TOTALCTVNW_VARAPUZHA","627"
"KL","ERNAKULAM","ENK_TOWERNCVSN_VALLUVALLY","31"
"KL","ERNAKULAM","ENK_TRAVANCOREBROADBANDSERVICES_PERUMBAVOOR","560"
"KL","ERNAKULAM","ENK_TRIL","13"
"KL","ERNAKULAM","ENK_ULTRACBLVSN_SOUTHCHITTOOR","359"
"KL","ERNAKULAM","ENK_UTC_CABLE_NETWORK","74"
"KL","ERNAKULAM","ENK_VENUSCVSN_ADUVASSERY","84"
"KL","ERNAKULAM","ENK_VISHNUCTVNW_PERUMPADANNA","11"
"KL","ERNAKULAM","ENK_VISIONSTAR_AMEPARAMBU","2"
"KL","ERNAKULAM","ENK_VSAT_CABLE_NETWORK_RAMAKKALMED","134"
"KL","ERNAKULAM","ENK_VYPINISLANDVSN_VYPIN","150"
"KL","ERNAKULAM","ENK_WEE_CEE_VISION_PALAKUZHA","241"
"KL","ERNAKULAM","ENK_WINSATDISTRIBN_FORTKOCHI","265"
"KL","ERNAKULAM","ENK_WORLDVISIONCABLENETWORK_KUNNACKAL","366"
"KL","ERNAKULAM","ENK_WORLDVISIONCABLENETWORK_PANDAPPILLY","25"
"KL","ERNAKULAM","ENK_WORLDVSNCTVNW_THEVARA","234"
"KL","ERNAKULAM","ENK_YENYENCNW_PARAVUR","122"
"KL","ERNAKULAM","OLT_OWNER Attribute is not present","2"
"KL","ERNAKULAM","SKLENK_ABCPL_ALY","3723"
"KL","ERNAKULAM","SKLENK_AMAZEVISION","44"
"KL","ERNAKULAM","SKLENK_ANCHUNADUCVSN","2"
"KL","ERNAKULAM","SKLENK_ANIOMAX","562"
"KL","ERNAKULAM","SKLENK_ANJENAYACNET","78"
"KL","ERNAKULAM","SKLENK_ANUGRAHACABLEVISION","12"
"KL","ERNAKULAM","SKLENK_APMCOMMUNICATIONS","115"
"KL","ERNAKULAM","SKLENK_ARYADIGITAL_PVTM","152"
"KL","ERNAKULAM","SKLENK_AXXAINDIA","499"
"KL","ERNAKULAM","SKLENK_BHARATHTELECOM","430"
"KL","ERNAKULAM","SKLENK_BHARATHVSNFIBRONET","500"
"KL","ERNAKULAM","SKLENK_BHAVANICABLETV","105"
"KL","ERNAKULAM","SKLENK_CLEARVISIONTDP","66"
"KL","ERNAKULAM","SKLENK_DATALINENETWORK","920"
"KL","ERNAKULAM","SKLENK_DIGITALCTDP","517"
"KL","ERNAKULAM","SKLENK_DOVECOMMUNICATION","870"
"KL","ERNAKULAM","SKLENK_DRISHYAVMAYA","38"
"KL","ERNAKULAM","SKLENK_ENETCOMMUNICATIONS","1571"
"KL","ERNAKULAM","SKLENK_ENET_PVTM","57"
"KL","ERNAKULAM","SKLENK_ENTERTAINMENTCVSN","85"
"KL","ERNAKULAM","SKLENK_EXPRESSNETFIBRO","652"
"KL","ERNAKULAM","SKLENK_FIBRELINKNETWORKPDM","250"
"KL","ERNAKULAM","SKLENK_FIBROLINK","123"
"KL","ERNAKULAM","SKLENK_FLAIRCONNECT","23"
"KL","ERNAKULAM","SKLENK_GIGAFIBRE","210"
"KL","ERNAKULAM","SKLENK_GLOBALDTV","169"
"KL","ERNAKULAM","SKLENK_GOODLUCK_MANJAPETTY","19"
"KL","ERNAKULAM","SKLENK_GOODVIEWVSN_KND","18"
"KL","ERNAKULAM","SKLENK_HIGHRANGECABLE","49"
"KL","ERNAKULAM","SKLENK_HIGHTTECVISION","26"
"KL","ERNAKULAM","SKLENK_INETBB","195"
"KL","ERNAKULAM","SKLENK_INETBB_FCN","6"
"KL","ERNAKULAM","SKLENK_KOTTAPURAMTOTALCNW","88"
"KL","ERNAKULAM","SKLENK_LINKINGFIBROSOLUTION","494"
"KL","ERNAKULAM","SKLENK_MARIYANET","298"
"KL","ERNAKULAM","SKLENK_MDNL_MPZ","3"
"KL","ERNAKULAM","SKLENK_MEDIAVSNCNW_MANKULAM","214"
"KL","ERNAKULAM","SKLENK_METROCABLENETWORK","189"
"KL","ERNAKULAM","SKLENK_MGM_MLY","24"
"KL","ERNAKULAM","SKLENK_MUDRACOMMUNICATIONS","59"
"KL","ERNAKULAM","SKLENK_NATIONALCS","22"
"KL","ERNAKULAM","SKLENK_NETTORCABLEVISION","6"
"KL","ERNAKULAM","SKLENK_NRCABLENW","8"
"KL","ERNAKULAM","SKLENK_PHOENIX","423"
"KL","ERNAKULAM","SKLENK_PRASADNETWORK_KZY","364"
"KL","ERNAKULAM","SKLENK_PRITHVI_VISION","15"
"KL","ERNAKULAM","SKLENK_PSATVSN","335"
"KL","ERNAKULAM","SKLENK_RAINBOW","2"
"KL","ERNAKULAM","SKLENK_SAKTHICABLETV","16"
"KL","ERNAKULAM","SKLENK_SKYVSNCBLNWTVKL","140"
"KL","ERNAKULAM","SKLENK_SMARTLINK_WDI","55"
"KL","ERNAKULAM","SKLENK_SMCABLEVISION","855"
"KL","ERNAKULAM","SKLENK_SMRTLNKPLTY","612"
"KL","ERNAKULAM","SKLENK_SOUMYASATVSN","271"
"KL","ERNAKULAM","SKLENK_SOUTHENDASSOCIATES","682"
"KL","ERNAKULAM","SKLENK_SRFIBRONET","264"
"KL","ERNAKULAM","SKLENK_SUNLINEVISION","70"
"KL","ERNAKULAM","SKLENK_SUNSHINE_SRN","92"
"KL","ERNAKULAM","SKLENK_TECHNO","56"
"KL","ERNAKULAM","SKLENK_TECHONE","78"
"KL","ERNAKULAM","SKLENK_TOPTENM","282"
"KL","ERNAKULAM","SKLENK_UNVERSLCVSN","148"
"KL","ERNAKULAM","SKLENK_VARAPUZHACTVSERVICES","185"
"KL","ERNAKULAM","SKLENK_VSATVISIONCHERAI","50"
"KL","ERNAKULAM","","7625"
"KL","KANNUR","AKSHAYA_SKTBGL","1"
"KL","KANNUR","BBNL","121"
"KL","KANNUR","BSNL","7607"
"KL","KANNUR","BSNL_NGN","1"
"KL","KANNUR","CNN_AJK_SKYVISION","212"
"KL","KANNUR","CNN_ALV_STARNET","222"
"KL","KANNUR","CNN_ALV_VSTAR","148"
"KL","KANNUR","CNN_ATG_MALABAR","11"
"KL","KANNUR","CNN_AZH_OYES","31"
"KL","KANNUR","CNN_BIK_SREENET","2"
"KL","KANNUR","CNN_BLL_HARINANDA","139"
"KL","KANNUR","CNN_CKI_INFINITY","104"
"KL","KANNUR","CNN_CKI_STAR","115"
"KL","KANNUR","CNN_CMP_GLOBAL","99"
"KL","KANNUR","CNN_CMP_SURABHI","120"
"KL","KANNUR","CNN_CPA_PACE","56"
"KL","KANNUR","CNN_CTP_GANGA","86"
"KL","KANNUR","CNN_CTY_AERO","417"
"KL","KANNUR","CNN_CTY_CITY","57"
"KL","KANNUR","CNN_CVA_CHANEL","508"
"KL","KANNUR","CNN_CVA_SRUTHI","247"
"KL","KANNUR","CNN_CVU_GLOBAL","27"
"KL","KANNUR","CNN_CVU_OPTO","6"
"KL","KANNUR","CNN_DDM_CEEFAX","319"
"KL","KANNUR","CNN_DDM_MEGH","520"
"KL","KANNUR","CNN_DDM_NEW","515"
"KL","KANNUR","CNN_EKK_CHANNEL","181"
"KL","KANNUR","CNN_EKK_SAT","254"
"KL","KANNUR","CNN_EKK_SIGN","470"
"KL","KANNUR","CNN_ENH_EVISION","64"
"KL","KANNUR","CNN_ENH_REKHA","336"
"KL","KANNUR","CNN_ENH_SREE","141"
"KL","KANNUR","CNN_ITY_HIVISION","22"
"KL","KANNUR","CNN_KAD_MEDIA","18"
"KL","KANNUR","CNN_KBA_DIGITAL","103"
"KL","KANNUR","CNN_KBA_KOOT","428"
"KL","KANNUR","CNN_KBA_VIDEO","278"
"KL","KANNUR","CNN_KBL_SRIDATHA","15"
"KL","KANNUR","CNN_KDA_STAR","272"
"KL","KANNUR","CNN_KDR_STARCABLE","65"
"KL","KANNUR","CNN_KDR_STARLINE","22"
"KL","KANNUR","CNN_KIR_SOLAR","100"
"KL","KANNUR","CNN_KLD_ARYA","322"
"KL","KANNUR","CNN_KLK_DELIGHT","409"
"KL","KANNUR","CNN_KNG_ASHITH","4"
"KL","KANNUR","CNN_KNG_UNITY","6"
"KL","KANNUR","CNN_KNP_DEGETAL","130"
"KL","KANNUR","CNN_KNR_CEEVEE","415"
"KL","KANNUR","CNN_KNR_DIGITAL","42"
"KL","KANNUR","CNN_KNR_EDIT","751"
"KL","KANNUR","CNN_KNR_HAMDI","532"
"KL","KANNUR","CNN_KNR_SAISAT","42"
"KL","KANNUR","CNN_KNR_SAJ","203"
"KL","KANNUR","CNN_KNR_SPACE","178"
"KL","KANNUR","CNN_KNR_STAR","32"
"KL","KANNUR","CNN_KOD_BHARATH","362"
"KL","KANNUR","CNN_KOD_STAR","157"
"KL","KANNUR","CNN_KSZ_STAR","53"
"KL","KANNUR","CNN_KSZ_VINAYAKA","8"
"KL","KANNUR","CNN_KUD_TJCABLE","84"
"KL","KANNUR","CNN_KVR_SATLINK","13"
"KL","KANNUR","CNN_KVX_THRIPTHI","47"
"KL","KANNUR","CNN_KYX_THRIPTHI","176"
"KL","KANNUR","CNN_MAM_VISION","115"
"KL","KANNUR","CNN_MHE_C12","237"
"KL","KANNUR","CNN_MHE_ZOOM","208"
"KL","KANNUR","CNN_MJR_DIGITAL","24"
"KL","KANNUR","CNN_MKU_GODSON","21"
"KL","KANNUR","CNN_MLA_SIGMA","64"
"KL","KANNUR","CNN_MLR_SKYVISION","128"
"KL","KANNUR","CNN_MTL_NINEG","321"
"KL","KANNUR","CNN_MTR_CITY","55"
"KL","KANNUR","CNN_MUR_VARNAM","12"
"KL","KANNUR","CNN_NKJ_SMCABLE","1"
"KL","KANNUR","CNN_NLS_NMCN","111"
"KL","KANNUR","CNN_NLS_PARVATHI","8"
"KL","KANNUR","CNN_PARAT_UNITED","231"
"KL","KANNUR","CNN_PAY_PAYC","207"
"KL","KANNUR","CNN_PCR_FOURSTAR","1"
"KL","KANNUR","CNN_PDR_DIGITAL","40"
"KL","KANNUR","CNN_PGE_PACE","92"
"KL","KANNUR","CNN_PGM_JEYAR","72"
"KL","KANNUR","CNN_PGT_MEDIA","155"
"KL","KANNUR","CNN_PIK_HITECH","18"
"KL","KANNUR","CNN_PKN_PRANAVAM","40"
"KL","KANNUR","CNN_PKU_CABLE","100"
"KL","KANNUR","CNN_PKU_GLOBAL","203"
"KL","KANNUR","CNN_PLT_MALABAR","109"
"KL","KANNUR","CNN_PMP_ENERGIZER","10"
"KL","KANNUR","CNN_PNR_CHANNEL","181"
"KL","KANNUR","CNN_PNR_HARIPRIYA","384"
"KL","KANNUR","CNN_PNR_NEW","151"
"KL","KANNUR","CNN_PNR_SDV","330"
"KL","KANNUR","CNN_PNR_SHAS","133"
"KL","KANNUR","CNN_PNR_SONY","584"
"KL","KANNUR","CNN_PPY_FRIENDS","329"
"KL","KANNUR","CNN_PRV_HIGHVISION","476"
"KL","KANNUR","CNN_PRV_HIVISION","176"
"KL","KANNUR","CNN_PYA_SKY","2"
"KL","KANNUR","CNN_PYG_PIC","121"
"KL","KANNUR","CNN_PYR_ERUVESSI","59"
"KL","KANNUR","CNN_RJP_CHEARS","6"
"KL","KANNUR","CNN_RJP_HILL","4"
"KL","KANNUR","CNN_RJP_WE4","8"
"KL","KANNUR","CNN_RMT_BHARATH","106"
"KL","KANNUR","CNN_TLK_HIGHVISION","59"
"KL","KANNUR","CNN_TLY_HARISREE","860"
"KL","KANNUR","CNN_TLY_TCTL","2"
"KL","KANNUR","CNN_TLY_TCTV","131"
"KL","KANNUR","CNN_TMB_C2NET","1009"
"KL","KANNUR","CNN_TRK_SAT","19"
"KL","KANNUR","CNN_TVK_ASIAN","122"
"KL","KANNUR","CNN_TVK_WORLD","208"
"KL","KANNUR","CNN_UDM_VISION","18"
"KL","KANNUR","CNN_UPL_BCTV","75"
"KL","KANNUR","CNN_UPL_CITYVISION","105"
"KL","KANNUR","CNN_UYL_HITECH","57"
"KL","KANNUR","CNN_UYL_STAR","1"
"KL","KANNUR","CNN_VGD_SARIGA","82"
"KL","KANNUR","CNN_VLU_VELLUR","175"
"KL","KANNUR","CNN_VRM_NEW","298"
"KL","KANNUR","CNN_VRM_VPLUS","90"
"KL","KANNUR","SKLCNN_AJK_ADMIYA","94"
"KL","KANNUR","SKLCNN_AJK_BROADWAVE","256"
"KL","KANNUR","SKLCNN_ALV_RNC","132"
"KL","KANNUR","SKLCNN_ALV_YM","154"
"KL","KANNUR","SKLCNN_AZI_SSCN","94"
"KL","KANNUR","SKLCNN_AZI_XPO","43"
"KL","KANNUR","SKLCNN_BDI_HITECH","6"
"KL","KANNUR","SKLCNN_BLT_BHAVANA","35"
"KL","KANNUR","SKLCNN_BPM_SATVISION","30"
"KL","KANNUR","SKLCNN_BPM_SCN","72"
"KL","KANNUR","SKLCNN_BPM_STAR","35"
"KL","KANNUR","SKLCNN_BPM_VCABLE","92"
"KL","KANNUR","SKLCNN_CKA_LINK","52"
"KL","KANNUR","SKLCNN_CKA_SIS","36"
"KL","KANNUR","SKLCNN_CKA_THIRDEYE","41"
"KL","KANNUR","SKLCNN_CKI_CPC","321"
"KL","KANNUR","SKLCNN_CKI_YM","183"
"KL","KANNUR","SKLCNN_CMI_CCC","191"
"KL","KANNUR","SKLCNN_CPV_DREAM","676"
"KL","KANNUR","SKLCNN_CRA_PCN","10"
"KL","KANNUR","SKLCNN_CTK_HONEST","111"
"KL","KANNUR","SKLCNN_CTP_VTECH","302"
"KL","KANNUR","SKLCNN_CTY_KURUVA","114"
"KL","KANNUR","SKLCNN_CTY_OWNLINE","208"
"KL","KANNUR","SKLCNN_CUU_CTS","491"
"KL","KANNUR","SKLCNN_CVU_TS","778"
"KL","KANNUR","SKLCNN_DDM_SECURE","155"
"KL","KANNUR","SKLCNN_ECR_DRISYA","94"
"KL","KANNUR","SKLCNN_ECR_NETWAY","110"
"KL","KANNUR","SKLCNN_ENH_GTN","156"
"KL","KANNUR","SKLCNN_ENH_SDC","148"
"KL","KANNUR","SKLCNN_ETK_CMR","83"
"KL","KANNUR","SKLCNN_ETK_ETTIKKULAM","112"
"KL","KANNUR","SKLCNN_IRK_CENTURY","80"
"KL","KANNUR","SKLCNN_IRK_KODOLIPRAM","34"
"KL","KANNUR","SKLCNN_IRK_SKYNET","48"
"KL","KANNUR","SKLCNN_ITY_NEW","6"
